Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Hayoon,Jung Hayoon,정하윤,하윤,21/11/1998,Bonus Baby,1/01/2017,Maroo,South Korea,,163,,,,MyB,F
Hayoung,Oh Hayoung,오하영,하영,19/07/1996,Apink,19/04/2011,Plan A,South Korea,,167,,Seoul,,,F
Hayoung,Song Hayoung,송하영,하영,29/09/1997,fromis_9,24/01/2018,Off The Record,South Korea,,,,Gwangju,,,F
Hayoung,Lee Hayoung,이하영,하영,3/08/1993,Playback,25/06/2015,Coridel,South Korea,,,,,,,F
Hayoung,Choi Hayoung,최하영,하영,22/08/2000,TRCNG,10/10/2017,TS,South Korea,,181,,,,,M
Hayun,Lee Hayun,이하윤,하윤,29/08/1994,,,,South Korea,,,,Changwon,,Brave Girls,F
Hayun,Choi Hayun,최하윤,하윤,16/01/2004,Hi-L,11/08/2021,Kpop Live,South Korea,,,,Seoul,,,F
Heechan,Yang Heechan,양희찬,희찬,31/07/1999,DKB,3/02/2020,Brave,South Korea,,176,63,,,,M
Heechul,Kim Heechul,김희철,희철,10/07/1983,Super Junior,6/11/2005,SM,South Korea,,179,60,Hoengseong,,,M
Heechul,Jung Heechul,정희철,희철,9/12/1989,ZE:A,7/01/2010,Star Empire,South Korea,,,,Jeju,,,M
Heedo,Yoon Heedo,유희도,희도,22/04/1996,B.I.G,9/07/2014,GH,South Korea,,180,60,Seoul,,,M
Heejin,Song Heejin,송희진,희진,19/08/1995,Good Day,30/08/2017,C9,South Korea,,,,Seoul,,,F
Heejin,Jeon Heejin,전희진,희진,19/10/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,Seongnam,Loona 1/3|ARTMS,,F
Heejoo,Jeon Heejoo,전희주,희주,30/11/1996,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,MyB,F
Heejun,Oh Heejun,오희준,희준,8/05/1996,KNK,3/03/2016,YNB,South Korea,,180,61,,,,M
Heeo,Gwak Heeoh,곽히오,히오,2/05/1994,4TEN,26/08/2014,Jungle,South Korea,,,,,,,F
Heeseok,Yun Heeseok,윤희석,희석,10/06/1997,Limitless,9/07/2019,ONO,South Korea,,180,61,,,,M
Heeseung,Lee Heeseung,이희승,희승,15/10/2001,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Heesu,Kim Heesu,김희수,희수,24/03/1998,Maka Maka,4/08/2020,Dreamus,South Korea,,,,,,,F
Heesun,Park Heesun,박희선,희선,25/01/2005,Pink Fantasy,28/10/2018,My Doll,South Korea,,162,45,,,,F
Heeyu,Choi Heejae,최희재,희유,30/06/1995,MIXX,2/05/2016,Chiko,South Korea,,159,,,,,F
Henny,Kang Gayoung,강가영,헤니,1/12/1994,,,,South Korea,,168,50,,,MIXX,F
Henry,Henry Lau,헨리 라우,헨리,11/10/1989,Super Junior-M,6/11/2005,SM,Canada,Hong Kong| Taiwan,176,63,Toronto,,,M
Heo Chan,Heo Chan,허찬,허찬,14/12/1995,,,,South Korea,,,,,,VICTON,M
High.D,Kim Dohee,김도희,하이디,21/12/1996,Sonamoo,29/12/2014,TS,South Korea,,165,,Suwon,,,F
HighTop,Lim Hyeontae,임현태,하이탑,19/03/1994,Bigflo,19/07/2014,HO,South Korea,,178,60,,,,M
Hikaru,Ezaki Hikaru,에자키 히카루,히카루,12/03/2004,Kep1er,1/03/2022,WakeOne,Japan,,155,,,,,F
Himchan,Kim Himchan,김힘찬,힘찬,19/04/1990,B.A.P,27/01/2012,TS,South Korea,,180,69,Seoul,,,M
Hina,Nagai Hina,나가이 히나,히나,7/04/2003,LIGHTSUM,10/06/2021,Cube,Japan,,,,Kanagawa,,,F
Hitomi,Honda Hitomi,혼다 히토미,히토미,6/10/2001,IZ*ONE,29/10/2018,Off The Record,Japan,,,,Toghichi,,,F
Hohyeon,Lee Hohyeon,이호현,호현,14/10/2001,TRCNG,10/10/2017,TS,South Korea,,177,,,,,M
Hojoon,Jeon Hojoon,전호준,호준,31/10/1992,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Gwangju,,,M
Hojung,Go Hojung,고호정,호정,20/10/1994,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M
Hongbin,Lee Hongbin,이홍빈,홍빈,29/09/1993,VIXX,24/05/2012,Jellyfish,South Korea,,181,62,Seoul,,,M
Honggi,Lee Honggi,이홍기,홍기,2/03/1990,FTISLAND,7/06/2007,FNC,South Korea,,,,Gwangju,,,M
Hongil,Yoon Hongil,윤홍일,홍일,11/01/1999,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Hongjoong,Kim Hongjoong,김홍중,홍중,7/11/1998,ATEEZ,24/10/2018,KQ,South Korea,,171,,,,,M
Hongseob,Shim Hongseob,심홍섭,홍섭,8/01/1998,24K,6/09/2012,Choeun,South Korea,,177,58,,,,M
Hongseok,Yang Hongseok,양홍석,홍석,17/04/1994,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M
Hoon,Yeo Hoonmin,여훈민,훈,16/08/1991,U-KISS,28/08/2008,NH Media,South Korea,,,,Namyangju,,,M
Hoony,Lee Seunghoon,이승훈,승훈,11/01/1992,WINNER,12/08/2014,YG,South Korea,,,,Busan,,,M
Hoshi,Kwon Soonyoung,권순영,호시,15/06/1996,Seventeen,26/05/2015,Pledis,South Korea,,178,63,Namyangju,,,M
Hoya,Lee Howon,이호원,호야,28/03/1991,,,,South Korea,,178,60,Busan,Infinite H,Infinite,M
Hoyoung,Bae Hoyoung,배호영,호영,10/08/1998,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M
Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,14/08/2002,TXT,4/03/2019,Big Hit,USA,South Korea,,,,,,M
Hui,Liang Hui,양휘,양휘,18/07/1995,24K,6/09/2012,Choeun,China,,178,58,,,,M
Hui,Lee Hwitaek,이회택,후이,28/08/1993,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M
Huihyeon,Ki Huihyeon,기희현,희현,16/06/1995,DIA,14/07/2015,MBK,South Korea,,167,46,Namwon,,,F
Huijun,Noh Huijun,노휘준,휘준,7/10/2003,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Huiyeon,Oh Huiyeon,오휘연,휘연,1/08/2005,,,,South Korea,,,,,,LIGHTSUM,F
Hunter,Papungkorn Lertkiatdamrong,빠팡콘 륵키앗둠롱,헌터,5/10/2005,xikers,30/03/2023,KQ,Thailand,,,,,,,M
Hwall,Heo Hyunjoon,허현준,활,9/03/2000,,,,South Korea,,178,56,Busan,,The Boyz,M
Hwanhee,Lee Hwanhee,이환희,환희,6/05/1998,UP10TION,10/09/2015,TOP Media,South Korea,,,,Daejeon,,,M
Hwani,Jo Sihyeon,조시환,화니,16/11/1994,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M
Hwanwoong,Yeo Hwanwoong,여환웅,환웅,26/08/1998,Oneus,9/01/2019,RBW,South Korea,,,,,,,M
Hwarang,Park Jonghan,박종찬,종찬,5/12/1995,Spectrum,9/05/2018,WYNN,South Korea,,,,,,,M
Hwarang,Son Jaewon,송재원,화랑,23/04/2001,TEMPEST,2/03/2022,Yuehua,South Korea,,179,61,,,,M
Hwasa,Ahn Hyejin,안혜진,화사,23/07/1995,Mamamoo,18/06/2014,RBW,South Korea,,162,44,Jeonju,,,F
Hweseung,Yoo Hweseung,유회승,회승,28/02/1995,N.Flying,20/05/2015,FNC,South Korea,,,,,,,M
Hwi,Lee Choonghyun,이충현,휘,4/02/1999,Ciipher,15/03/2021,Rain,South Korea,,172,61,,,,M
Hwi,Jo Mingyu,조민규,휘,26/09/2002,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Hwi,Eun Hwi,은휘,휘,11/11/2004,TNX,17/05/2022,P NATION,South Korea,,,,Gangwon,,,M
Hwichan,Lee Heechan,이휘찬,휘찬,18/04/1996,Limitless,9/07/2019,ONO,South Korea,,,,,OMEGA X,,M
Hwiseo,Jo Hwihyeon,조휘현,화서,31/07/2002,H1-KEY,5/01/2022,GLG,South Korea,,168,,,,,F
Hwiyoung,Kim Youngkyun,김영균,휘영,11/05/1999,SF9,5/10/2016,FNC,South Korea,,,,,,,M
Hyangsuk,Lee Hyangsuk,이향숙,향숙,24/04/1991,2EYES,20/07/2013,SidusHQ,South Korea,,165,,Seoul,,,F
Hyebin,Kim Hyebin,김혜빈,혜빈,29/03/1997,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F
Hyebin,Im Hyebin,임혜빈,혜빈,10/11/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Hyebin,Lee Hyebin,이혜빈,혜빈,12/01/1996,MOMOLAND,9/11/2016,Double Kick,South Korea,,165,44,Andong,,,F
Hyein,Lee Hyein,이혜인,혜인,21/04/2008,NewJeans,22/07/2022,ADOR,South Korea,,170,,Incheon,,,F
Hyejeong,Shin Hyejeong,신혜정,혜정,10/08/1993,AoA,30/07/2012,FNC,South Korea,,170,48,Seoul,,,F
Hyeji,Jeong Hyeji,정혜지,혜지,2/04/1992,4TEN,26/08/2014,Jungle,South Korea,,,,Seoul,,,F
Hyejin,Baek Hyejin,백혜진,혜진,21/11/1996,4TEN,26/08/2014,Jungle,South Korea,,,,Sacheon,,,F
Hyejin,Kang Hyejin,강혜진,혜진,13/07/2000,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F
Hyejoo,Park Hyunjoo,박현주,혜주,12/01/1999,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F
Hyeju,Hong Hyeju,홍혜주,혜주,9/12/2003,CLASS:y,5/05/2022,Universal,South Korea,,166,,Seoul,,,F
Hyemi,Pyo Hyemi,표혜미,혜미,3/04/1991,9Muses,12/08/2010,Star Empire,South Korea,,171,46,Gwangju,9MUSES A,,F
Hyemi,Kim Hyemi,김혜미,혜미,10/08/1990,Fiestar,31/08/2012,LOEN,South Korea,,161,,Seoul,,,F
Hyeoeun,Lee Hyoeun,이효은,효은,16/03/1993,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F
Hyeongjun,Song Hyeongjun,송형준,형준,30/11/2002,CRAVITY,14/04/2020,Starship,South Korea,,174,55,,,X1,M
Hyeongseok,Chu Hyeongseok,추형석,형석,13/09/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M
Hyeongshin,Kim Hyungshin,김형신,형신,3/05/2002,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F
Hyeran,Noh Hyeran,노혜란,혜란,9/04/1993,,,,South Korea,,,,,,Brave Girls,F
Hyeri,Lee Hyeri,이혜리,혜리,9/06/1994,Girl's Day,9/07/2010,DreamT,South Korea,,167,46,Gwangju,,,F
Hyerim,Woo Hyerim,우혜림,혜림 ,1/09/1992,Wonder Girls,13/02/2007,JYP,South Korea,,167,,Seoul,,,F
Hyerin,Kim Hyerin,김혜린,혜린,13/06/1993,2EYES,20/07/2013,SidusHQ,South Korea,,170,,Seoul,,,F
Hyerin,Seo Hyerin,서혜린,혜린,23/08/1993,EXID,16/02/2012,Yedang,South Korea,,165,,Gwangju,,,F
Hyerin,Jeong Hyerin,정혜린,혜린,12/04/2007,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F
Hyewon,Kang Hyewon,강혜원,혜원,5/07/1999,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Yangsan,,,F
Hyeyeon,Cho Hyeyeon,조혜연,혜연,5/08/2000,,,,South Korea,,,,,Gugudan Oguogu,Gugudan,F
Hyeyeon,Kang Hyeyeon,강혜연,혜연,8/12/1990,BESTie,11/07/2013,YNB,South Korea,,,,,,EXID,F
Hyogyeong,Jang Hyogyeong,장효경,효경,15/11/1999,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Hyojin,Kim Hyojin,김효진,효진,22/04/1994,ONF,2/08/2017,WM,South Korea,,,,Seoul,,,M
Hyojung,Choi Hyojung,최효정,효정,28/07/1994,Oh My Girl,21/04/2015,WM,South Korea,,160,46,Yangyang,,,F
Hyomin,Park Sunyoung,박선영,효민,30/05/1989,T-ara,29/07/2009,MBK,South Korea,,167,43,Busan,,,F
Hyori,Inn Hyori,인효리,효리,2/06/2000,mimiirose,16/09/2022,YES IM,South Korea,,161,,,,,F
Hyorin,Kim Hyojung,김효정,효린,11/12/1990,SISTAR,6/03/2010,Starship,South Korea,,,,,SISTAR19,,F
Hyosun,Lim Hyosun,임효선,효선,10/07/1998,H.U.B,9/02/2017,New Planet,South Korea,,170,54,,,Kiwi Band,F
Hyosung,Jun Hyoseong,전효성,효성,13/10/1989,SECRET,13/10/2009,TS,South Korea,,,,Cheongju,,,F
Hyoyeon,Kim Hyoyeon,김효연,효연,22/09/1989,SNSD,4/08/2021,Good Luck,South Korea,,158,48,Incheon,,,F
Hyuk,Yang Hyuk,양혁,혁,15/03/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,183,67,,,ENOi,M
Hyuk,Koo Bonhyuk,구본혁,혁,17/04/2000,TEMPEST,2/03/2022,Yuehua,South Korea,,,,,,,M
Hyuk,Han Sanghyuk,한상혁,혁,5/07/1995,VIXX,24/05/2012,Jellyfish,South Korea,,181,62,Daejeon,Big Byung,,M
Hyukjin,Jang Hyukjin,장혁진,혁진,20/12/1993,100%,18/09/2012,TOP Media,South Korea,,,,Busan,,,M
Hyun,Park Sunghyun,박성현,성현,25/08/1997,7 O'clock,26/08/2014,Jungle,South Korea,,176,58,Suwon,,,M
Hyuna,Moon Hyuna,문현아,현아,19/01/1987,,,,South Korea,,172,50,Yeosu,,9Muses,F
HyunA,Kim Hyuna,김현아,현아,6/06/1992,4minute,15/06/2009,Cube,South Korea,,164,,Jeolla,,Wonder Girls,F
Hyunbin,Moon Hyunbin,문현빈,현빈,26/02/2000,Ciipher,15/03/2021,Rain,South Korea,,177,61,,,,M
Hyunbin,Kwon Hyunbin,권현빈,현빈,4/03/1997,JBJ,18/10/2017,Fave,South Korea,,,,Seoul,,,M
Hyunbin,Kim Hyunbin,김현빈‬,현빈‬,26/05/2004,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Hyungseo,Myeong Hyeongseo,명형서,형서,25/06/2001,CLASS:y,5/05/2022,Universal,South Korea,,160,44,,,Busters,F
Hyungseok,Song Hyungseok,송형석,형석,6/11/2002,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Hyungseop,Ahn Hyungseop,안형섭,형섭,9/08/1999,TEMPEST,2/03/2022,Yuehua,South Korea,,173,58,,HyeongseopXEuiwoong,,M
Hyungsik,Park Hyungsik,박형식,형식,16/11/1991,ZE:A,7/01/2010,Star Empire,South Korea,,,,Yongin,,,M
Hyungwon,Chae Hyungwon,채형원,형원,15/01/1994,MONSTA X,14/05/2014,Starship,South Korea,,,,Gwangju,,,M
Hyunho,Lee Hyunho,이현호,현호,4/11/1998,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M
Hyunjae,Lee Jaehyun,이재현,현재,13/09/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,,180,62,,,,M
Hyunji,Kim Hyunji,김현지,현지,30/06/1992,Hash Tag,11/10/2017,LUK,South Korea,,165,,,,,F
Hyunjin,Kim Hyunjin,김현진,현진,15/11/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,Jeonju,Loona 1/3,,F
Hyunjin,Hwang Hyunjin,황현진,현진,20/03/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Seoul,,,M
Hyunjoo,Lee Hyunjoo,이현주,현주,5/02/1998,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,,APRIL,F
Hyunjun,Bae Hyunjun,배현준,현준,6/06/2003,ATBO,27/07/2022,IST,South Korea,,180,,Seoul,,,M
Hyunjun,Lee Hyunjun,이현준,현준,21/12/1999,IZ,31/08/2017,Music K,South Korea,,,,,,,M
Hyunkyung,Kim Hyunjong,김현종,현경,5/09/1998,Romeo,4/11/2015,CT,South Korea,,,,,,,M
Hyunmin,Byun Hyunmin,변현민,현민,17/04/1999,,,,South Korea,,170,,,,RAINZ,M
Hyunoh,Park Hyunoh,백현우,현우,12/02/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M
Hyunseo,Go Hyunseo,고현서,현서,17/06/1999,,,,South Korea,,,,,,G-reyish,F
Hyunseong,Shim Hyunseong,심현성,현성,9/06/1993,Boyfriend,26/05/2011,Starship,South Korea,,178,58,Yeongcheon,,,M
Hyunseung,Jang Hyunseung,장현승,현승,3/09/1989,,,,South Korea,,177,58,Suncheon,Troublemaker,Beast,M
Hyunseung,Kim Hyunseung,김현승,현승,15/10/2002,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Hyunsik,Lim Hyunsik,임현식,현식,7/03/1992,BtoB,21/03/2012,Cube,South Korea,,177,66,Ilsan,,,M
Hyunsoo,Kim Hyunsoo,김현수,현수,12/04/1995,D1CE,1/08/2019,Happyface,South Korea,,176,60,,,,M
Hyunsoo,Jang Hyunsoo,장현수,현수,16/09/2003,TNX,17/05/2022,P NATION,South Korea,,,,Sangju,,,M
Hyunsuk,Yoon Hyunsuk,윤현석,현석,8/09/2001,CIX,23/07/2019,C9,South Korea,,188,,,,,M
Hyunsuk,Choi Hyunsuk,최현석,현석,21/04/1999,Treasure,7/08/2020,YG,South Korea,,,,Daegu,,,M
Hyunuk,Han Hyunuk,한현욱,현욱,26/09/1994,IN2IT,27/01/2016,Star Empire,South Korea,,179,63,,,,M
Hyunwoo,Baek Hyunwoo,박현오,현오,19/03/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M
Hyunwoo,Kim Hyunwoo,김현우,현우,21/01/2001,TRCNG,10/10/2017,TS,South Korea,,173,,,,,M
Hyunwoo,Choi Hyunwoo,최현우,현우,4/12/2004,xikers,30/03/2023,KQ,South Korea,,,,Gangwon,,,M
Hyunwook,Ji Hyunwook,지현욱,현욱,1/07/1998,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M
Hyunwoong,Kim Hyunwoong,김현웅,현웅,8/02/1998,14U,17/04/2017,BG,South Korea,,,,,,,M
Hyunyoung,Cho Hyunyoung,조현영,현영,11/08/1991,Rainbow,12/11/2009,DSP,South Korea,,160,41,Seoul,Rainbow Blaxx| Rainbow Pixie,,F
I,Cha Yoonji,차윤지,아이,2/12/1996,,,,South Korea,,,,Busan,,,F
I.L,Kim Jiwon,김지원,아이엘,1/07/1997,IRRIS,6/07/2022,Mellow,South Korea,,,,Daegu,,Good Day| RedSquare,F
I.M,Lim Changkyun,임창균,아이엠,26/01/1996,MONSTA X,14/05/2014,Starship,South Korea,,,,Gwangju,,,M
I.N,Yang Jeongin,양정인,아이엔,8/02/2001,Stray Kids,25/03/2018,JYP,South Korea,,,,Busan,,,M
Iaan,Yoo Dongju,유동주,이안,22/03/2002,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F
Ida,Ko Chaeyoung,고채영,아이다,19/05/2000,MAJORS,9/03/2021,ANS,South Korea,,163,43,,,,F
Ilhoon,Jung Ilhoon,정일훈,일훈,4/10/1994,BtoB,21/03/2012,Cube,South Korea,,176,64,Seoul,,,M
Inho,Hwang Inho,황인호,인호,21/06/1993,IN2IT,27/01/2016,Star Empire,South Korea,,177,58,,,,M
Inpyo,Lee Inpyo,이인표,인표,14/08/1995,IN2IT,27/01/2016,Star Empire,South Korea,,182,66,,,,M
Inseong,Jeong Inseong,정인성,인성,1/07/1994,KNK,3/03/2016,YNB,South Korea,,183,71,,,,M
Inseong,Kim Inseong,김인성,인성,12/07/1993,SF9,5/10/2016,FNC,South Korea,,,,,,,M
Insoo,Kang Insoo,강인수,인수,10/03/1988,MYNAME,27/10/2011,H2,South Korea,,,,Suwon,,,M
Intak,Hwang Intak,황인탁,인탁,31/08/2003,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M
Ireh,Cho Seoyoung,조서영,이레,30/04/2002,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
Irene,Bae Juhyun,배주현,아이린,29/03/1991,Red Velvet,1/08/2014,SM,South Korea,,161,,Daegu,Red Velvet - IRENE SEULGI,,F
Isa,Lee Chaeyoung,이채영,아이사,23/01/2002,STAYC,12/11/2020,Hi-Up,South Korea,,165,45,Busan,,,F
Isaac,Voo Isaak,부 아이젝,아이젝,12/12/1994,IN2IT,27/01/2016,Star Empire,Malaysia,,176,56,,,,M
Isol,,,이솔,1/05/1997,Lusty,26/06/2019,babaplay,South Korea,,166,48,Seoul,,,F
IU,Lee Jieun,이지은,아이유,16/05/1993,,,,South Korea,,162,,Seoul,,,F
Ivan,Park Yooseong,박유성,아이반,12/10/2001,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
J,Lee Yeji,이예지,제이,12/02/1998,ANS,16/09/2019,ANS,South Korea,,,,,,,F
J,Jang Yeeun,장예은,제이,9/12/2004,STAYC,12/11/2020,Hi-Up,South Korea,,170,48,Daejeon,,,F
J.Min,Shin Minjung,신민정,제이민,20/11/1994,Tiny-G,23/08/2012,GNG,South Korea,,155,,,,,F
J.seph,Kim Taehyung,김태형,제이셉,21/06/1992,KARD,29/03/2007,DSP,South Korea,USA,,,,,,M
J.YOU,Kim Jaeyu,김제유,제유,2/11/2000,TOO,1/04/2020,n.CH,South Korea,,,,,,,M
Jackie,Kang Chaeyeon,강채연,재키,17/11/2001,ICHILLIN',8/09/2021,KM,USA,South Korea,,,Los Angeles,,,F
Jackson,Jackson Wang,잭슨 왕,잭슨,28/03/1994,GOT7,16/01/2014,JYP,Hong Kong,,174,63,Hong Kong,,,M
Jacob,Bae Joonyoung,배준영,제이콥,30/05/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,Canada,175,60,Toronto,,,M
Jacob,Zhang Peng,장펑,제이콥,7/09/1996,VAV,31/10/2015,A team,China,,184,63,,,,M
Jae,Park Jaehyung,박제형,제이,15/09/1992,DAY6,7/09/2015,JYP,South Korea,Argentina|USA,,,Buenos Aires,,,M
Jaebin,Deung Bin,등빈,재빈,13/02/1997,VARSITY,5/01/2017,GKC,China,,168,,Hunan,,,M
Jaechan,Park Jaechan,박재찬,재찬,6/12/2001,Dongkiz,24/04/2019,Dongyo,South Korea,,177,58,,,,M
Jaehan,Kim Jaehan,김재한,재한,1/07/1995,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,Spectrum,M
Jaehee,Lee Jaehee,이재희,재희,18/03/2004,Weeekly,30/07/2020,Play M,South Korea,,166,,,,,F
Jaeho,Kim Jaeho,김재호,재호,17/09/1992,HISTORY,26/04/2013,LOEN,South Korea,,174,58,,,,M
Jaehwan,Kim Jaehwan,김재환,재환,27/05/1996,Wanna One,7/08/2017,YMC,South Korea,,,,Seoul,,,M
Jaehyo,Ahn Jaehyo,안재효,재효,23/12/1990,Block B,15/04/2011,KQ,South Korea,,182,60,Busan,,,M
Jaehyuk,Yoon Jaehyuk,윤재혁,재혁,23/07/2001,Treasure,7/08/2020,YG,South Korea,,,,,,,M
Jaehyun,Bong Jaehyun,봉재현,재현,4/01/1999,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Jaehyun,Kim Jaehyun,김재현,재현,15/07/1994,N.Flying,20/05/2015,FNC,South Korea,,,,Seoul,,,M
Jaehyun,Jung Yoonoh,정윤오,재현,14/02/1997,NCT,9/04/2016,SM,South Korea,,,,Seoul,NCT U| NCT 127,,M
Jaejin,Lee Jaejin,이재진,재진,17/12/1991,FTISLAND,7/06/2007,FNC,South Korea,,,,Cheongju,,,M
Jaejoong,Kim Jaejoong,김재중,재중,26/01/1986,JYJ,8/09/2010,C-JeS,South Korea,,,,Gongju,,TVXQ,M
Jaekyung,Kim Jaekyung,김재경,재경,24/12/1988,Rainbow,12/11/2009,DSP,South Korea,,168,45,Seoul,Rainbow Blaxx,,F
Jaemin,Na Jaemin,나재민,재민,13/08/2000,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M
Jaemin,Shin Jaemin,신재민,재민,8/06/1996,XEED,1/12/2022,Nature Space,South Korea,,,,,,,M
Jaeseok,Park Jaeseok,박재석,재석,20/11/1995,,,,South Korea,,,,,,Golden Child,M
Jaeun,Ha Jaeun,한재운,재운,28/09/1999,ARGON,11/03/2019,MSH,South Korea,,,,,,,M
Jaeyoon,Lee Jaeyoon,이재윤,재윤,9/08/1994,SF9,5/10/2016,FNC,South Korea,,,,,,,M
Jaeyun,Moon Jaeyun,문재윤,재윤,2/07/2002,8TURN,30/01/2023,MNH,New Zealand,South Korea,178,64,,,,M
Jaeyun,Lee Jaeyun,이재윤,이재윤,16/08/2000,TOO,1/04/2020,n.CH,South Korea,,,,,,,M
Jahan,Im Jihun,임지훈,자한,1/08/2002,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Jake,Shim Jaeyoon,심재윤,제이크,15/11/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,Australia,,,,,,M
Jamie,Park Jimin,박지민,박지민,5/07/1997,15&,5/10/2012,JYP,South Korea,,160,,Junggu,,,F
Jane,Sung Jiyeon,성지연,제인,20/12/1997,MOMOLAND,9/11/2016,Double Kick,South Korea,,167,46,Changwon,,,F
Jangjun,Lee Jangjun,이장준,장준,3/03/1997,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Jay,Park Jongsung,박종성,제이,20/04/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,United States,,,,,,M
Jay,Kim Jinhwan,김진환,제이,7/02/1994,iKON,15/09/2015,YG,South Korea,,,,Jeju,,,M
JB,Im Jaebum,임재범,제이비,6/01/1994,GOT7,16/01/2014,JYP,South Korea,,179,63,Goyang,,,M
Jea,Kim Hyojin,김효진,제아,18/09/1981,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F
Jeewon,Kim Jiwon,김지원,지원,1/04/1999,Cignature,4/02/2020,C9,South Korea,,,,Busan,,Good Day,F
Jeff,Lee Jaeho,이재호,제프,21/04/2005,EPEX,8/06/2021,C9,South Korea,,179,61,,,,M
Jehyun,Moon Jehyun,문제현,제현,20/04/1999,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M
Jei,Kim Jinhee,김진희,재이,5/09/1989,Fiestar,31/08/2012,LOEN,South Korea,,162,,Bucheon,,,F
Jen,Kim Yehyeon,김예현,젠,27/03/1997,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
Jenissi,Kim Taeyang,김태양,제니씨,2/08/1991,,,,South Korea,,,,Seoul,,Topp Dogg,M
Jenna,Kim Minji,김민지,제나,6/10/2006,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Changwon,,,F
Jennie,Kim Jennie,김제니,제니,16/01/1996,BLACKPINK,8/08/2016,YG,South Korea,,163,50,Anyang,,,F
Jenny,Lee Soyul,이소율,제니,4/09/1996,,,,South Korea,,165,47,Seoul,,DIA,F
Jeno,Lee Jeno,이제노,제노,23/04/2000,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M
Jeon Woong,Jeon Woong,전웅,전웅,15/10/1997,AB6IX,22/05/2019,Brand New,South Korea,,173,,,,,M
Jeonggyu,Lim Jeonggyu,임정규,정규,5/11/1997,7 O'clock,26/08/2014,Jungle,South Korea,,181,62,,,,M
Jeonghan,Yoon Jeonghan,윤정한,정한,4/10/1995,Seventeen,26/05/2015,Pledis,South Korea,,175,54,Seoul,,,M
Jeonghee,Go Jeonghee,고정희,정희,11/03/2000,Favorite,5/07/2017,Astory,South Korea,,,,Incheon,,,F
Jeongkyun,Jeong Jeongkyun,정정균,정균,27/11/1987,,,,South Korea,,180,60,,,N-Train| Bigflo,M
