"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
"02/12/2020 19:35:54",27,"Male","Hamburg","Backend Developer","0","0","Junior","Python","Javascript / Typescript",50000,"5000",NA,"","30","Full-time employee","Unlimited contract","English","up to 10","Startup","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/12/2020 21:39:34",NA,"Male","Munich","Frontend Developer","5","3","Lead","javascript","Javascript / Typescript",70000,"",NA,"","24","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/12/2020 21:42:33",36,"Female","Berlin","Data Scientist","5","5","Senior","Python","Python, R",87000,"15000",77000,"12000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/12/2020 21:53:01",31,"Male","Berlin","Software Engineer","4","4","Senior","Python","Python, Javascript / Typescript, AWS, Docker",68000,"0",64000,"1000","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/12/2020 22:41:04",32,"Female","Munich","It Consulting ","2","2","Junior","Test Management ","",54000,"1500",47000,"700","27","Full-time employee","Unlimited contract","German","1000+","Consulting / Agency","No",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 08:53:41",32,"Male","Berlin","Software Engineer","13","5","Lead","JavaScript","Javascript / Typescript, SQL, AWS, Docker",83000,"3000",80000,"0","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 09:40:36",36,"Male","Prefer not to say","ML Engineer","6","6","Senior","Python","Python, R, Docker",110000,"25000",65000,"2500","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",0,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 10:59:45",26,"Male","Munich","Software Engineer","6","2","Senior","TypeScript","AWS, Docker",93000,"10000",80000,"","30","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 11:04:39",28,"Female","Berlin","Data Scientist","4","2","Middle","Python","Python",73700,"80400",67000,"67000","28","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 11:52:21",34,"Male","Munich","Data Scientist","10","10","Senior","Python","R, SQL, AWS, Docker",85000,"20000",62500,"11000","28","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 13:25:21",38,"Male","Berlin","Data Scientist","10","9","Senior","Python","Python",87550,"0",85000,"0","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"600 nett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 13:58:08",37,"Male","Berlin","Software Engineer","16","8","Senior","Java","Google Cloud, Kubernetes, Docker",80000,"",75000,"","27","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 21:03:20",31,"Male","Berlin","Backend Developer","9","1","Senior","NodeJS/TS","Javascript / Typescript",65000,"5000",65000,"0","27","Full-time employee","Unlimited contract","English","51-100","Startup","No",30,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 21:25:35",38,"Male","Berlin","Backend Developer","15","1","Middle","PHP/MySQL","PHP, SQL, Docker, VMs",40700,"",20000,"","25","Full-time employee","Unlimited contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 21:59:27",24,"Male","Moscow","Product Manager","3","0","Senior","","",48000,"7200",36000,"0","28","Full-time employee","Unlimited contract","Русский","1000+","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/12/2020 22:07:03",25,"Male","Hamburg","ML Engineer","2","2","Middle","Python",".NET",60000,"65000",48000,"53000","28","Full-time employee","Unlimited contract","German","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 09:21:01",33,"Female","Berlin","Frontend Developer","13","4","Middle","Angular, TypeScript","Javascript / Typescript",47745,"3800",47745,"3800","30","full-time, but 32 hours per week (it was my request, I'm a student)","Unlimited contract","English","1000+","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 10:37:11",39,"Female","Berlin","Data Scientist","2.5","2","Junior","python","C/C++, R, SQL",60000,"60000",60000,"60000","30","Full-time employee","Unlimited contract","English","up to 10","corporate incubator","Yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 11:18:51",25,"Male","Hamburg","Software Engineer","1","1","Junior","C#","Javascript / Typescript, .NET, SQL, Kubernetes",43500,"",NA,"","28","Full-time employee","Unlimited contract","German","51-100","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 11:51:26",30,"Female","Berlin","Software Engineer","7","3","Senior","Java","Python, Javascript / Typescript",60000,"",55000,"","27","Full-time employee","Unlimited contract","English","51-100","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 15:56:55",45,"Male","Stuttgart","CTO","27","20","Head","","Clojure, Rust",90000,"",90000,"","","Founder","Unlimited contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 18:56:48",28,"Female","Berlin","Designer (UI/UX)","5","1","Senior","","",60000,"0",NA,"","26","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 19:00:59",45,"Male","Munich","Data architect","19","11","Senior","","",90000,"2500",88000,"2500","30","Full-time employee","Unlimited contract","English","1000+","Multinational ","No",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020 20:33:47",37,"","Munich","Software Engineer","15","6","Senior","C","Python, C/C++, Docker",120000,"80000",120000,"80000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 00:19:36",35,"Male","Munich","Software Engineer","14","1","Senior","C++","Python, C/C++",98000,"28000",90000,"22500","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 03:34:07",25,"Male","Cologne","ML Engineer","2","2","Middle","NLP, Python","Python, C/C++, Google Cloud, Docker",51000,"3000",NA,"","24","Full-time employee","Temporary contract","English","up to 10","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 10:09:33",31,"Male","Berlin","Software Engineer","4","1","Senior","Java","Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000,"",65000,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 12:18:41",31,"Male","Hamburg","Data Scientist","6 (not as a data scientist, but as a lab scientist)","6 (not as a data scientist, but as a lab scientist)","Middle","Python","Python, R, SQL",57000,"",NA,"","","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 12:43:21",25,"Female","Amsterdam","Data Scientist","1.5","0","Middle","Python","AWS, Docker",49850,"500",36000,"0","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 13:42:21",27,"Male","Dusseldurf","Backend Developer","2","0","Middle","PHP","Kotlin",50000,"0",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 13:52:19",37,"Male","Berlin","Software Engineer","12","6","Middle","php","PHP, SQL, Docker",65000,"31500",65000,"31500","26","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 14:54:17",27,"Male","Frankfurt","IT Manager","5","3","Middle","","",73000,"4000",65000,"3000","37","Full-time employee","Unlimited contract","English","1000+","Industry","No",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 15:16:24",32,"Male","Hamburg","ML Engineer","4","1.5","Middle","Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500,"0",34000,"34000","24","Full-time employee","Unlimited contract","German","101-1000","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 17:29:17",28,"Female","Berlin","Backend Developer","3","2","Middle","Python","AWS, Docker",65000,"0",65000,"0","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 18:10:14",35,"Male","Fr","Backend Developer","4","2.5","Middle","Java","Javascript / Typescript, Java / Scala, SQL",42000,"",42000,"","28","Full-time employee","Unlimited contract","English","51-100","Consulting / Agency","No",NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020 22:37:41",36,"Male","Berlin","Staff Engineer","15","4","Lead","Go","PHP, AWS, Kubernetes, Docker",85000,"3000",80000,"0","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 14:46:17",32,"Male","Berlin","Designer (UI/UX)","5","10","Senior","Java","Python, PHP, Javascript / Typescript, SQL",70000,"5000",65000,"5000","24","Self-employed (freelancer)","Unlimited contract","German","up to 10","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 16:31:09",22,"Male","Frankfurt","Software Engineer","2","2","Junior","Java","",45000,"7000",37000,"3000","30","Full-time employee","Unlimited contract","German","1000+","Bank","Yes",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 19:01:46",33,"Male","Berlin","Head of IT","3","3","Head","Python","Python, Javascript / Typescript, Docker",100000,"20000",65000,"","32","Full-time employee","Unlimited contract","German","51-100","Product","yes but found a new one with better pay / perks",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 21:08:57",35,"Male","Berlin","Backend Developer","13","5","Senior","Php","PHP, SQL, Go, AWS, Docker",68000,"0",68000,"0","26","Full-time employee","Unlimited contract","English","1000+","Product","No",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 21:17:41",32,"Female","Berlin","Computational linguist","5","5","Middle","Java","Python, Docker",50400,"0",50400,"0","29","Full-time employee","Unlimited contract","English","11-50","Product","No",40,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/12/2020 21:51:21",69,"Male","Stuttgart","Rentner","383","3","Head","","",70000,"",NA,"","","","","German","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 03:52:51",28,"Male","Berlin","Product Analyst","4","0","Junior","SQL","Python, Clojure, SQL",55000,"0",NA,"","22","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 06:56:43",30,"Male","Hamburg","Data Scientist","5","5","Middle","Python","Python, C/C++, SQL, AWS",55000,"60000",55000,"55000","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 07:09:07",40,"Male","Munich","Data Engineer","15","7","Lead","SQL","Python, Javascript / Typescript, .NET, Java / Scala, SQL, Go, AWS, Azure, Docker",90000,"10000",84000,"10000","30","Full-time employee","","English","101-1000","Product","No",32,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 08:28:00",27,"Female","Berlin","Data Scientist","5","2","Senior","Python ","SQL, AWS, Google Cloud, Docker",75000,"0",60000,"60000","24","Full-time employee","","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 09:25:26",32,"Male","Berlin","Backend Developer","10","5","Senior","Node.js","Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000,"",72000,"","24","Full-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 13:10:18",33,"Male","Munich","Software Engineer","5","5","Senior","Embedded C++","Python, C/C++",61000,"63000",58000,"60000","30","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",40,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 16:36:43",31,"Male","Berlin","Data Engineer","4","2","Middle","Python","Python, SQL, AWS, Docker",50000,"0",45000,"0","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",40,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 19:49:33",30,"Male","Cologne","technical business analyst","5","5","Middle","","Python",69000,"5000",63000,"","30","Full-time employee","Unlimited contract","German","up to 10","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 21:22:11",32,"Male","Munich","Software Engineer","10","3","Lead","Swift","Java / Scala",75000,"5000",75000,"5000","27","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 22:47:21",32,"Male","Munich","QA Engineer","12","4","Senior","","",95000,"8000",NA,"","25","Full-time employee","Unlimited contract","Russian","1000+","Product","No",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 22:48:05",25,"Male","Munich","Frontend Developer","7","1","Senior","JS","C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000,"6000",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 22:54:31",34,"Male","Munich","Software Engineer","10","4","Senior","C++","Python, C/C++",74000,"",72000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 22:56:55",29,"Male","Darmstadt","Data Scientist","5","2","Middle","Python","SQL, Kubernetes, Docker",65000,"",55000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 22:56:59",29,"Male","Darmstadt","Data Scientist","5","2","Middle","Python","SQL, Kubernetes, Docker",65000,"",55000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/12/2020 23:01:55",30,"Male","Munich","DevOps","10","3","Lead","","Python, Go, AWS, Kubernetes, Docker",85000,"25",75000,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 00:04:34",31,"Male","Frankfurt","Product Manager","8","5","Lead","","",110000,"18000",NA,"","35","","","","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 01:00:52",24,"Male","Munich","DevOps","3","1","Junior","Go","Python, SQL, Go",77000,"20000",NA,"","30","Full-time employee","Unlimited contract","English","1000+","FAANG","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 01:09:28",35,"Male","Frankfurt","Software Engineer","10","1","Senior","Java","Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000,"5000",60000,"5000","30","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 01:45:43",31,"Male","Munich","DevOps","6","2","Middle","NodsJs","Javascript / Typescript, AWS, Kubernetes, Docker",60000,"2000",NA,"","30","Full-time employee","Unlimited contract","English","51-100","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 08:17:39",27,"Male","Munich","Software Engineer","2","5","Junior","Java","Javascript / Typescript",68000,"2000",60000,"500","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 09:39:06",38,"Male","Berlin","Full-Stack Developer","1","1","Junior","Javascript/Typescript","AWS",45500,"45500",40000,"0","28","Full-time employee","Unlimited contract","English","51-100","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 09:39:49",34,"Male","Munich","DevOps","12","2","Middle","Java","Python, SQL, Perl",72000,"8000",72000,"8000","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 10:53:52",35,"Male","Darmstadt","Data Scientist","4","4","Senior","python","Javascript / Typescript, Java / Scala, Docker",67000,"5000",60000,"10000","30","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 11:49:02",35,"Male","Duesseldorf","DevOps","17","5","Senior","Linux","SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000,"2000",68000,"0","30","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 13:30:50",36,"Male","Berlin","Backend Developer","10","3","Senior","Java","Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 13:55:01",33,"Male","Munich","Backend Developer","13","3","Senior","Java","Python, Javascript / Typescript, AWS",70000,"7000",NA,"","","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 20:04:49",29,"Male","Berlin","DevOps","7","3","Senior","Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000,"0",78000,"0","28","Full-time employee","Unlimited contract","English","101-1000","Consulting / Agency","No",32,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 20:38:39",35,"Male","Berlin","Software Engineer","15","4","Senior","Java","Kotlin",85000,"10000",80000,"","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 20:57:45",30,"Male","Berlin","Software Engineer","11","4","Senior","c/c++","Python",70000,"",NA,"","","Full-time employee","Unlimited contract","English","51-100","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 21:41:06",31,"Female","Berlin","Product Manager","4","","Middle","","SQL",60000,"0",70000,"","28","Full-time employee","Unlimited contract","English","101-1000","Startup","Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 21:57:59",25,"Female","Cambridge","Frontend Developer","4","0","Middle","JavaScript/Typescript","Javascript / Typescript",45000,"45000",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",37.5,"I was able to move all equipment I need to work to home",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 22:10:37",24,"Male","Berlin","ML Engineer","0.8","0.2","Junior","Python","Python",11500,"0",NA,"","24","Werkstudent","Temporary contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08/12/2020 23:46:09",34,"Male","Cologne","CTO","14","2","Lead","C#","Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000,"92000",72000,"72000","21","Full-time employee","Unlimited contract","English","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2020 04:46:05",42,"Male","Hamburg","Data Scientist","2","2","Senior","Python ","Python, SQL, Google Cloud",80000,"7000",65000,"5000","30","Full-time employee","Unlimited contract","German","1000+","Old industry","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2020 10:09:49",37,"Female","Hamburg","QA Manager","7","7","Middle","java","",46000,"2000",45000,"1800","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2020 10:32:21",32,"Male","Berlin","Mobile Developer","8","2","Senior","Swift","Kotlin, Swift, Ruby",75000,"",70000,"","26","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2020 13:37:29",26,"Female","Berlin","Mobile Developer","8","3","Middle","c++","C/C++, SAP / ABAP",40000,"2000",15000,"","36","Self-employed (freelancer)","Temporary contract","German","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09/12/2020 21:12:22",35,"Male","Munich","Software Engineer","15","5","Head","SQL","Python, AWS, Kubernetes, Docker",100000,"",60000,"20000","30","Founder","Unlimited contract","English","11-50","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2020 08:37:41",43,"Male","Munich","Product Manager","18","9","Lead",".NET","Kotlin",115000,"6000",115000,"6000","25","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/12/2020 14:44:21",41,"Male","Munich","Software Engineer","15","15","Senior","Kotlin","Python, Java / Scala, SQL, AWS",99000,"1200",99000,"3300","39","Full-time employee","Unlimited contract","German","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/12/2020 08:39:23",33,"Male","Berlin","Backend Developer","8","6","Lead","NodeJS","Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000,"20000",85000,"20000","25","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
